"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-15","5.1",,,"4.3","66.0","80.0","-0.1","0.6","-3.2",,"  280","  230",,"9.8","17.0","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-16","2.9",,,"0.0","0.0","30.0","-0.3","5.0","-5.5",,"  130","  120",,"7.6","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-17","3.0",,,"0.0","0.0","0.0","6.5","17.2","0.0",,"  160","  150",,"7.6","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-18","2.1",,,"0.0","0.0","0.0","12.4","18.3","5.0",,"   10","   20",,"7.6","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-19","3.5",,,"0.0","0.0","0.0","7.6","13.3","1.7",,"   20","   20",,"7.6","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-20","1.7",,,"0.0","0.0","0.0","10.8","22.2","2.8",,"  150","  260",,"5.8","11.2",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-21","3.5",,,"0.3","0.0","0.0","15.6","26.7","6.1",,"  190","  220",,"9.8","13.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-22","7.0",,,"0.3","0.0","0.0","14.5","16.7","5.0",,"  310","  280",,"11.6","15.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-23","4.1",,,"0.0","0.0","0.0","7.4","13.9","3.3",,"  320","  310",,"8.1","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-24","3.4",,,"0.0","0.0","0.0","8.4","12.8","4.4",,"   80","   80",,"7.6","11.2",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-25","2.9",,,"5.6","0.0","0.0","8.7","12.2","6.1",,"  290","  280",,"7.6","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-26","4.7",,,"0.0","0.0","0.0","9.7","15.0","3.9",,"  300","  300",,"9.4","11.2",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-27","4.1",,,"0.0","0.0","0.0","6.9","12.2","1.1",,"   50","   40",,"7.6","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-28","6.3",,,"0.3","0.0","0.0","9.6","11.7","7.8",,"   50","   40",,"12.5","17.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-29","4.8",,,"26.4","0.0","0.0","14.0","24.4","8.3",,"  200","  200",,"19.7","23.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-04-30","4.1",,,"1.5","0.0","0.0","15.2","19.4","11.1",,"  120","  110",,"8.9","13.4","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-01","7.8",,,"0.0","0.0","0.0","11.3","13.3","6.7",,"  210","  220",,"12.5","15.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-02","6.0",,,"0.0","0.0","0.0","10.2","14.4","8.3",,"  220","  210",,"9.8","13.0","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-03","6.6",,,"1.0","0.0","0.0","11.7","16.7","8.3",,"  260","  260",,"13.9","19.2","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-04","4.0",,,"0.0","0.0","0.0","12.2","15.6","6.7",,"  270","  320",,"11.6","15.7","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-05","1.8",,,"0.8","0.0","0.0","9.1","12.8","5.6",,"   90","   80",,"5.4","6.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-06","3.2",,,"0.0","0.0","0.0","10.2","16.7","3.9",,"   50","   40",,"6.3","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-07","3.6",,,"12.4","0.0","0.0","11.2","17.2","7.2",,"   50","   40",,"8.1","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-08","2.9",,,"0.0","0.0","0.0","18.2","30.6","11.1",,"  190","  190",,"8.9","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-09","6.0",,,"0.8","0.0","0.0","22.5","26.7","16.7",,"  210","  210",,"11.2","15.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-10","4.2",,,"0.0","0.0","0.0","17.7","23.3","12.2",,"  250","  250",,"9.4","13.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-11","2.2",,,"0.0","0.0","0.0","17.4","25.0","9.4",,"  160","  160",,"6.7","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-12","2.5",,,"28.4","0.0","0.0","19.6","23.9","16.1",,"   50","  110",,"7.6","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-13","4.8",,,"16.5","0.0","0.0","22.0","31.1","17.8",,"  210","  200",,"17.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-14","3.2",,,"6.4","0.0","0.0","16.1","17.2","10.0",,"   20","   10",,"8.1","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-15","5.3",,,"8.1","0.0","0.0","13.0","17.8","6.7",,"  210","  200",,"11.6","13.9","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-16","2.2",,,"0.0","0.0","0.0","7.9","13.3","2.2",,"  340","  260",,"5.4","12.5",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-17","2.7",,,"0.3","0.0","0.0","10.2","13.9","6.1",,"  220","  230",,"10.7","13.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-18","3.6",,,"0.0","0.0","0.0","11.6","20.0","3.9",,"  220","  200",,"8.1","11.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-19","2.6",,,"0.0","0.0","0.0","15.1","22.2","7.2",,"  150","  190",,"7.2","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-20","3.1",,,"1.0","0.0","0.0","17.3","24.4","12.8",,"  160","  140",,"6.7","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-21","3.2",,,"3.6","0.0","0.0","21.6","28.9","16.7",,"  270","  230",,"7.6","14.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-22","4.7",,,"0.0","0.0","0.0","20.1","22.8","14.4",,"  350","  300",,"8.1","11.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-23","3.4",,,"0.0","0.0","0.0","16.4","21.7","10.6",,"  300","  310",,"6.7","11.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-24","1.3",,,"0.0","0.0","0.0","18.5","26.1","10.6",,"  270","  220",,"4.5","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-25","2.0",,,"0.0","0.0","0.0","20.8","27.8","12.2",,"  150","  310",,"7.2","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-26","3.4",,,"0.0","0.0","0.0","22.5","30.0","15.0",,"  230","  200",,"7.6","10.3",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-27","3.4",,,"42.7","0.0","0.0","24.9","30.0","19.4",,"  240","  250",,"13.0","16.5",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-28","2.5",,,"1.8","0.0","0.0","19.6","20.6","15.0",,"  350","   30",,"5.8","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-29","2.1",,,"0.0","0.0","0.0","17.9","23.9","12.2",,"  150","  340",,"5.8","9.4",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-30","1.6",,,"0.0","0.0","0.0","18.7","25.6","12.2",,"  160","  230",,"4.5","9.4",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-05-31","2.5",,,"0.0","0.0","0.0","20.8","26.7","15.6",,"   90","   30",,"5.4","8.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-01","2.2",,,"0.0","0.0","0.0","20.9","28.3","13.3",,"  160","  160",,"7.2","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-02","5.8",,,"5.3","0.0","0.0","23.8","29.4","18.9",,"  180","  180",,"13.0","15.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-03","6.5",,,"0.3","0.0","0.0","24.1","27.2","16.7",,"  230","  230",,"14.3","17.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-04","1.3",,,"5.6","0.0","0.0","17.8","20.0","14.4",,"  330","  340",,"4.0","6.3","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-05","3.2",,,"0.0","0.0","0.0","17.5","23.9","11.1",,"  270","  270",,"8.1","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-06","0.9",,,"0.0","0.0","0.0","18.8","26.7","10.6",,"  270","  280",,"5.4","8.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-07","1.8",,,"0.0","0.0","0.0","20.8","26.7","13.3",,"  170","  160",,"6.3","8.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-08","3.1",,,"3.8","0.0","0.0","20.3","25.6","16.1",,"   10","   20",,"7.2","9.8","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-09","2.1",,,"0.0","0.0","0.0","20.2","27.2","13.9",,"  360","   60",,"4.5","7.2",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-10","2.7",,,"0.0","0.0","0.0","20.6","25.0","15.0",,"   80","   80",,"5.8","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-11","3.1",,,"11.7","0.0","0.0","21.3","26.1","18.3",,"  160","  180",,"8.9","12.5","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-12","3.8",,,"0.5","0.0","0.0","22.2","25.6","18.9",,"  210","  200",,"7.6","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-13","4.9",,,"0.0","0.0","0.0","19.8","21.7","11.1",,"  280","  300",,"10.3","12.5",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-14","2.0",,,"0.0","0.0","0.0","15.8","24.4","8.9",,"  310","  330",,"5.8","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-15","3.5",,,"0.0","0.0","0.0","19.6","26.1","12.8",,"  120","  130",,"7.6","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-16","3.0",,,"0.0","0.0","0.0","25.2","31.7","18.9",,"  250","  230",,"7.2","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-17","5.3",,,"0.3","0.0","0.0","26.7","32.8","19.4",,"  200","  180",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-18","2.7",,,"45.0","0.0","0.0","23.3","26.7","18.9",,"  290","  280",,"14.3","17.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-19","3.1",,,"6.1","0.0","0.0","21.1","24.4","17.8",,"   20","   30",,"5.8","7.2",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-20","2.8",,,"2.3","0.0","0.0","18.4","21.1","12.2",,"   70","   70",,"6.3","8.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-21","2.1",,,"0.0","0.0","0.0","18.6","26.7","12.8",,"  120","  120",,"4.0","5.8","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-22","2.2",,,"0.3","0.0","0.0","21.9","26.7","17.2",,"  150","  150",,"5.4","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-23","1.9",,,"0.3","0.0","0.0","21.8","26.7","17.2",,"  160","  150",,"6.3","6.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-24","3.1",,,"20.3","0.0","0.0","22.7","27.2","20.0",,"  240","  200",,"10.7","13.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-25","2.6",,,"0.0","0.0","0.0","22.7","27.2","19.4",,"   10","  220",,"5.8","5.8","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-26","1.7",,,"0.0","0.0","0.0","21.9","26.7","16.1",,"  140","   40",,"5.8","6.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-27","1.4",,,"0.0","0.0","0.0","22.6","28.3","16.1",,"  160","  150",,"5.4","6.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-28","2.8",,,"0.0","0.0","0.0","24.7","31.1","18.3",,"  150","  150",,"6.7","11.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-29","4.8",,,"0.0","0.0","0.0","26.1","30.6","21.7",,"  200","  190",,"11.2","13.4",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-06-30","5.6",,,"0.0","0.0","0.0","26.3","30.6","22.2",,"  200","  200",,"9.8","11.6","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-01","6.2",,,"13.7","0.0","0.0","24.8","29.4","19.4",,"  250","  210",,"11.6","17.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-02","5.1",,,"0.0","0.0","0.0","23.7","26.1","18.9",,"  210","  220",,"10.7","13.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-03","3.4",,,"0.3","0.0","0.0","19.0","22.8","14.4",,"  320","  280",,"7.6","10.3",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-04","2.6",,,"0.0","0.0","0.0","19.4","25.0","12.8",,"  340","   10",,"6.7","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-05","2.8",,,"0.0","0.0","0.0","19.8","25.6","12.2",,"  220","  230",,"7.2","9.4",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-06","5.3",,,"0.0","0.0","0.0","21.7","27.2","15.6",,"  210","  180",,"9.8","13.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-07","6.5",,,"6.4","0.0","0.0","25.6","30.6","20.0",,"  270","   90",,"13.4","21.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-08","5.5",,,"6.9","0.0","0.0","22.7","27.2","18.9",,"  260","  250",,"10.3","17.9","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-09","2.6",,,"0.0","0.0","0.0","21.2","25.6","16.1",,"  300","  220",,"7.2","11.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-10","1.6",,,"0.0","0.0","0.0","20.6","25.6","15.0",,"  120","  220",,"4.5","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-11","1.8",,,"0.0","0.0","0.0","21.1","26.7","14.4",,"  140","  150",,"5.4","8.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-12","3.2",,,"0.0","0.0","0.0","23.7","30.0","18.9",,"  200","  200",,"7.6","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-13","5.0",,,"1.0","0.0","0.0","25.4","29.4","20.0",,"  230","  250",,"9.4","13.0","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-14","2.5",,,"4.3","0.0","0.0","23.4","28.9","18.9",,"  250","  250",,"6.7","8.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-15","5.0",,,"0.0","0.0","0.0","20.1","22.8","15.0",,"  260","  270",,"10.7","13.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-16","3.4",,,"0.0","0.0","0.0","16.2","21.7","11.7",,"  270","  280",,"6.3","8.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-17","2.0",,,"0.0","0.0","0.0","19.1","25.6","13.3",,"  280","  240",,"5.8","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-18","1.8",,,"0.0","0.0","0.0","20.3","26.1","13.9",,"  170","  170",,"6.7","8.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-19","2.0",,,"0.3","0.0","0.0","20.3","22.8","17.2",,"   10","   50",,"5.8","6.7","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-20","0.8",,,"0.0","0.0","0.0","21.1","28.3","15.6",,"  140",,,"4.5",,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-21","1.3",,,"0.0","0.0","0.0","22.9","28.9","17.2",,"  120","  130",,"5.4","6.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-22","3.4",,,"0.0","0.0","0.0","25.2","34.4","18.3",,"  190","  210",,"9.4","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-23","4.7",,,"0.0","0.0","0.0","23.9","26.1","16.1",,"  310","  310",,"8.1","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-24","2.8",,,"0.0","0.0","0.0","19.2","25.0","13.3",,"  350","  360",,"5.8","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-25","3.9",,,"0.0","0.0","0.0","19.9","26.1","12.8",,"  190","  190",,"10.3","11.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-26","3.2",,,"0.0","0.0","0.0","21.5","28.3","16.1",,"  220","  230",,"7.2","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-27","3.3",,,"25.4","0.0","0.0","23.3","30.6","16.1",,"  320","  320",,"16.1","20.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-28","5.1",,,"0.0","0.0","0.0","17.6","21.7","11.7",,"  310","  300",,"9.4","11.6","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-29","3.3",,,"0.0","0.0","0.0","16.2","23.3","10.6",,"  210","  210",,"7.6","10.3","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-30","2.3",,,"3.6","0.0","0.0","18.6","25.6","13.9",,"  330","  350",,"7.6","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-07-31","3.4",,,"0.0","0.0","0.0","19.1","27.2","12.2",,"  200","  200",,"8.9","10.3","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-01","1.9",,,"0.0","0.0","0.0","21.9","28.3","15.6",,"  170","  300",,"5.8","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-02","1.3",,,"0.3","0.0","0.0","20.9","24.4","17.8",,"   20","   20",,"6.3","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-03","1.3",,,"0.0","0.0","0.0","21.6","28.9","15.6",,"  120","  160",,"5.4","5.4",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-04","1.6",,,"3.0","0.0","0.0","23.0","30.0","17.2",,"  190",,,"7.6",,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-05","1.6",,,"0.5","0.0","0.0","20.9","25.6","18.3",,"  290",,,"6.3",,"    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-06","2.0",,,"0.0","0.0","0.0","20.4","26.1","15.6",,"   10","   20",,"4.5","7.2","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-07","1.3",,,"0.0","0.0","0.0","21.3","28.9","15.0",,"   60","  190",,"4.5","8.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-08","2.2",,,"0.0","0.0","0.0","21.6","27.2","16.1",,"   10","   40",,"5.4","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-09","3.1",,,"0.0","0.0","0.0","20.9","27.2","14.4",,"   20","   40",,"7.2","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-10","2.7",,,"0.0","0.0","0.0","22.6","28.9","16.7",,"  100","   60",,"5.4","7.2","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-11","3.0",,,"116.1","0.0","0.0","21.8","22.8","18.9",,"  320","   10",,"9.8","11.2",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-12","3.8",,,"7.1","0.0","0.0","20.0","25.6","16.7",,"  220","  220",,"8.1","13.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-13","4.7",,,"0.0","0.0","0.0","19.2","25.6","13.9",,"  310","  300",,"9.4","13.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-14","4.4",,,"0.0","0.0","0.0","17.6","22.2","11.7",,"  300","  270",,"8.9","11.2",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-15","3.1",,,"0.0","0.0","0.0","16.8","23.9","9.4",,"  270","  240",,"6.7","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-16","4.7",,,"0.0","0.0","0.0","19.3","28.3","11.1",,"  210","  230",,"9.4","12.5",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-17","1.7",,,"10.7","0.0","0.0","21.6","23.3","18.3",,"   40","   40",,"4.5","5.8","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-18","2.2",,,"0.0","0.0","0.0","20.9","26.1","17.2",,"  160","  120",,"4.5","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-19","2.4",,,"7.4","0.0","0.0","22.5","29.4","18.9",,"  260","  250",,"17.9","22.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-20","3.0",,,"0.3","0.0","0.0","22.0","28.9","18.9",,"  240","  230",,"9.8","12.5",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-21","1.5",,,"0.3","0.0","0.0","23.2","27.2","19.4",,"  160","  340",,"6.3","8.1","    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-22","1.6",,,"0.0","0.0","0.0","24.2","28.3","21.1",,"   70","   10",,"3.6","4.0",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-23","2.4",,,"0.0","0.0","0.0","22.7","26.7","18.9",,"   30","  220",,"4.5","8.1",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-24","3.0",,,"0.0","0.0","0.0","22.5","26.7","20.0",,"  120","  120",,"5.4","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-25","2.0",,,"0.0","0.0","0.0","23.8","28.9","20.0",,"  150","  150",,"6.3","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2014-08-26","3.3",,,"14.0","0.0","0.0","25.0","32.2","21.1",,"  290","  300",,"16.5","21.9",,,,,,,,,,,,,,,,,,,,
